party,applause_rate_pct,laughter_rate_pct
SP,0.7150331356818975,1.4911056853854203
Grüne,0.0,1.2770137524557956
GLP,0.0,0.35211267605633806
Mitte,0.8437466623945317,2.00256328099968
FDP,1.1079601661940248,1.9389302908395436
SVP,0.5922735226813838,2.665230852066227
