period,n_speeches,n_mps_unique,frac_speech_f_parliament,frac_mp_f_parliament,gap_direct_pp,rel_female_direct,rel_female_direct_pct,male_adv_ratio_parliament,weighted_mean_gap_pp,weighted_mean_rel_female,weighted_mean_rel_female_pct,council,council_label
1999–2025 (pooled),80525,590,0.3153927351754114,0.3101694915254237,0.5223243649987663,1.0168399658660805,101.68399658660805,0.9759925406655334,-1.0563209927745827,0.9041459941739356,90.41459941739356,nationalrat,National Council (Nationalrat)
