party,frac_mp_female_pct,frac_speeches_female_pct
SP,40.625,36.7980467387513
Grüne,50.0,31.777996070726918
GLP,66.66666666666666,65.66901408450704
Mitte,21.428571428571427,8.640393036419951
FDP,26.08695652173913,24.88953373343006
SVP,4.761904761904762,1.4403015210660923
