CAP_Topic,party,early_pct,late_pct,shift_pp
Housing,GLP,,3.389830508474576,
Immigration,GLP,,21.176470588235293,
International Affairs,GLP,,29.78723404255319,
Labor,GLP,,8.333333333333332,
Law and Crime,GLP,,15.702479338842975,
Macroeconomics,GLP,,8.045977011494253,
Public Lands,GLP,,28.57142857142857,
Social Welfare,GLP,,19.230769230769234,
Technology,GLP,,14.285714285714285,
Transportation,GLP,,5.128205128205128,
