party,applause_rate_pct,laughter_rate_pct
SP,0.861684232208452,0.525249751107144
Grüne,0.39312418099128954,0.41624913281430664
GLP,0.04415011037527594,0.33112582781456956
Mitte,1.0033977489912933,0.5468252282862603
FDP,0.9660938225731537,0.6502554575011612
SVP,0.8708912233141307,1.003049813622501
