period,n_speeches,n_mps_unique,frac_speech_f_parliament,frac_mp_f_parliament,gap_direct_pp,rel_female_direct,rel_female_direct_pct,male_adv_ratio_parliament,weighted_mean_gap_pp,weighted_mean_rel_female,weighted_mean_rel_female_pct,council,council_label
1999–2025 (pooled),31409,147,0.1985736572320035,0.2653061224489796,-6.673246521697604,0.7484699387975519,74.84699387975519,1.457413642598828,-6.728383103474328,0.66199110549456,66.199110549456,staenderat,Council of States (Ständerat)
