year,party,enthusiasm,anger,hope,fear
2013,SP,33.951912551079154,20.67225376875842,4.605866116602065,1.2661234365481697
2013,SVP,21.54015186008712,31.43650521549954,1.3782750090841949,2.337204571365662
2014,Center,25.187149453253596,9.644513219350443,2.6107549995626873,1.9187312126880964
2014,FDP,26.310674046026566,12.943622621817694,2.313657940788673,2.1773935692829007
2014,GLP,33.437013249235626,11.588790105414146,3.5260252079474053,1.7467119062219345
2014,Greens,36.82423632328508,23.102672288178738,3.986140851386938,2.282012952661139
2014,SP,32.85346623184662,19.636666035988853,4.413733578391622,1.6058789163144194
2014,SVP,20.805248083479043,31.752358802290928,1.2161262218692228,2.548892572943719
2015,Center,26.216451795315034,9.209879528152959,2.8953928245045195,1.687093895606284
2015,FDP,25.341492516072094,11.016642948448032,2.1059566699929335,1.6065622678840645
2015,GLP,34.97357164080757,12.118904431274785,3.3895468209471393,1.6596481076183167
2015,Greens,39.95856542164167,22.961836996044685,3.877043089874645,2.359745107738648
2015,SP,31.569605555701532,19.75665095090889,4.483168014890448,1.8556220227034366
2015,SVP,19.5066601602244,29.70844791409215,1.3992504358761861,2.5926162592638025
2016,Center,29.166500231945495,8.716255300219105,3.4559180012466926,1.899201679132333
2016,FDP,26.4587020084894,10.386247310300169,2.3092014541504255,1.6307897480732878
2016,GLP,37.285179210664786,12.217285247015715,3.920051705827921,1.3771448624177978
2016,Greens,39.228862589912616,21.540789002306322,3.9477974401009033,2.5839301368438257
2016,SP,31.56579135279048,19.51856598348476,4.708236258094318,2.281813790836225
2016,SVP,20.353886297969026,29.50089204423297,1.448207738896209,2.521619210638589
2017,Center,30.77673141768429,8.67283755550634,3.802064975149385,1.8903246566222525
2017,FDP,25.67490030370166,10.579195730864463,2.656379744582902,1.3869976028429916
2017,GLP,41.02973550394672,13.61023956350826,4.025951137064683,0.8135377770715818
2017,Greens,39.375967927695925,21.374187776383064,4.081132954792351,2.159792318638211
2017,SP,31.189113599999715,21.99694386705481,4.494588338844715,2.0415210074318964
2017,SVP,19.63830555712714,31.62616608594041,1.5010816683318915,1.8168104898539006
2018,Center,30.37819825398967,8.649411257467284,3.547707885664965,2.026708794056534
2018,FDP,25.91800859819004,10.656766600086724,2.6584826888636077,1.7491801574520898
2018,GLP,40.195198680668234,14.983799328643244,4.124690020155738,1.1350540689872917
2018,Greens,35.59823617771894,22.40866259917603,4.299765008552822,1.9526672150756592
2018,SP,31.9083028775414,21.07699809585046,4.143730779749171,2.117405980342041
2018,SVP,18.828418627465698,33.61089099923063,1.4782102977000309,2.073301215902962
2019,Center,28.00972386825175,8.362025157146713,3.9623840846129,1.945702373643795
2019,FDP,26.11526536953268,10.301825749541337,3.405951553290046,2.052855757343768
2019,GLP,39.141019146624835,13.827941258434635,5.407856340191032,1.2501777008437653
2019,Greens,38.66362173549135,21.433440816435603,6.060609124747143,2.2974465213166897
2019,SP,32.47233574926432,20.177405698431095,4.82202478455378,1.8299186425041418
2019,SVP,19.26550744678521,32.683887882490886,1.6598481103672225,2.7603429544237863
2020,Center,27.490649033525383,7.078690539065538,4.318002286920308,1.88876969075994
2020,FDP,29.938234070919233,9.128400050303624,3.879985931325551,1.7123207210280373
2020,GLP,39.456475100740334,11.601710309522774,5.878264999040681,1.3440744144587888
2020,Greens,40.636789060809384,20.156118038673906,6.636299368882251,2.5371120185958
2020,SP,34.831800302119326,18.272410652677173,5.640194239198142,2.000111566675034
2020,SVP,21.14460871988086,30.548806688623518,1.8796914681947952,2.9816983023327044
2021,Center,27.94453927362208,6.610880932225729,4.742617275254788,1.7170314541108913
2021,FDP,31.291591812887315,9.526206382556447,4.628569219961544,1.8565182288597886
2021,GLP,40.39392753321927,8.84395225365286,6.6175056394070575,1.9238190885509523
2021,Greens,44.1235530180468,16.60175976049075,7.439795041714426,3.173601639049446
2021,SP,36.06380180541954,17.039012502218913,6.87663961981941,2.1472991319444823
2021,SVP,21.74656775696341,30.356432746366554,2.07364210707905,3.092541770604143
2022,Center,30.036943939764072,7.178131723516195,4.194481372353148,1.5792394741907518
2022,FDP,30.37791711437569,9.456741241843707,4.481116824268877,1.6676196204665465
2022,GLP,41.327266514594854,9.174362725123187,6.037169298491228,2.231637391031855
2022,Greens,43.04345955081004,16.282974981876993,6.5263443035147555,2.9349618856438577
2022,SP,35.932398996726576,19.26028158016344,6.373776289370312,2.091917551794261
2022,SVP,21.60368353294129,31.925309716292787,1.999213998029073,2.7548340369230004
2023,Center,31.13536210024209,7.999661279640821,4.04156577269459,1.9387545190050925
2023,FDP,28.619279460006045,9.681623561490056,4.302297616160336,1.9171007760864252
2023,GLP,38.05949662998105,9.188871546760494,5.808039417162438,3.0123762459299512
2023,Greens,41.32484662063861,16.18996107887163,7.233764592458253,2.767231896617783
2023,SP,35.09568463232526,19.89509506678581,5.985303437233289,2.0804325935737267
2023,SVP,19.93174816237578,32.83599720232274,1.787295018986806,2.9828784430495983
2024,Center,31.20027126223248,9.142095689885958,4.260681860782706,2.8217346569673194
2024,FDP,30.287410163650105,9.90471491042584,4.341629085751358,1.9194246443045062
2024,GLP,37.60487121493608,9.795222009631836,5.350665359946703,2.412622524268452
2024,Greens,39.614040049566235,21.07042221321427,6.96630299348504,2.328040997856644
2024,SP,33.417789734095074,24.10356559671983,5.168173017899441,2.1977649793831016
2024,SVP,20.205627061035745,32.247102896850116,1.604810589819527,2.7476584499315204
2025,Center,30.81283783257524,9.569497125989159,4.457321133715496,3.4729334771636866
2025,FDP,31.660481014371765,10.513023712293844,4.210097842354232,1.8365652896539792
2025,GLP,35.3690554562839,10.3212483149942,5.020533559045738,2.252813567823443
2025,Greens,38.56929016284492,23.03262447026388,7.075560684917825,2.1646278684663818
2025,SP,32.83657653796721,25.18277981652613,4.925991862676261,2.5485177932641787
2025,SVP,20.077186211735814,30.64115189257721,1.4962137824167467,2.509714724652011
